structureNumber,flowChartResult,randomForest,NDOTResult
C003003020,Yes,,,
C003003030,Yes,,,
C003003105,No,,No,
C003003110,Yes,,,
C003003115,Yes,,No,
C003003125,Yes,,,
C003003205,No,,No,
C003003210,Yes,,,
C003003305,Yes,,,
C003003310,Yes,,,
C003003315,No,,No,
C003003317,Yes,,,
C003003318,Yes,,,
C003003320,Yes,,,
C003003405,Yes,,,
C003003410,Yes,,No,
C003003503,Yes,,,
C003003505,Yes,,,
C003003510,No,,No,
C003003515,Yes,,,
C003003605,Yes,,No,
C003003615,Yes,,,
C003003700,Yes,,,
C003003705,Yes,,,
C003003710,Yes,,,
C003003713,Yes,,,
C003003715,Yes,,No,
C003003725P,Yes,,,
C003003805,Yes,,,
C003003806,Yes,,,
C003003807,Yes,,,
C003003810,Yes,,,
C003003903,Yes,,,
C003003904,Yes,,,
C003003905,Yes,,No,
C003003910,Yes,,,
C003003915,No,,No,
C003004105,Yes,,No,
C003004110,Yes,,No,
C003004115,Yes,,,
C003004203,Yes,,,
C003004205,No,,No,
C003004210,Yes,,,
C003004213,Yes,,,
C003004214,Yes,,,
C003004215,Yes,,,
C003004220,Yes,,,
C003004225,Yes,,,
C003004305,Yes,,,
C003004310,Yes,,,
C003004318,Yes,,,
C003004320,Yes,,No,
C003004325,No,,No,
C003004335,No,,No,
C003004340,Yes,,,
C003004405,No,,No,
C003004410,No,,No,
C003004412,Yes,,,
C003004413,Yes,,,
C003004414,Yes,,,
C003004415,No,,No,
C003004420,Yes,Yes,No,
C003004510,No,,No,
C003004515,Yes,,,
C003004522,Yes,,,
C003004523,Yes,,,
C003004525,Yes,,,
C003004605,No,,No,
C003004610,No,,No,
C003004615,No,,No,
C003004620,Yes,,No,
C003004622,Yes,,,
C003004625,Yes,,,
C003004630,Yes,,Yes,
C003004703,Yes,,,
C003004705,Yes,,No,
C003004710,No,,No,
C003004715,Yes,,,
C003004725,Yes,,,
C003004730,Yes,,,
C003004805,Yes,,No,
C003004810,No,,No,
C003004815,Yes,,,
C003004825,Yes,,No,
C003004827,Yes,,,
C003004830,Yes,,,
C003004905,No,,No,
C003010405,No,,,
C003010410,No,,No,
C003010910,Yes,,,
C003010913,Yes,,,
C003010915,Yes,,No,
C003010920,Yes,,,
C003011010,Yes,,No,
C003011015,Yes,,,
C003011020,Yes,,,
C003011205,Yes,,,
C003012435,Yes,,,
C003012720,No,,Yes,
C003012917,Yes,,,
C003012920,No,,No,
C003012923,Yes,,,
C003012925,No,,No,
C003014925,Yes,,,
C003015025,No,,No,
C003022420,No,,No,
C003022425,Yes,,No,
C003022430,Yes,,No,
C003022725,Yes,,,
C003100505,Yes,,No,
C003100905,No,,No,
C003101510P,Yes,,No,
C003101805,Yes,,,
C003101820,No,,No,
C003101910,No,Yes,No,
C003101940,No,,No,
C003101950,Yes,,No,
C003102105,Yes,Yes,No,
C003102205P,No,,No,
C003103205,No,,No,
C003103210,No,,No,
C003103405,Yes,,No,
C003103655,No,,No,
C003103810,Yes,,No,
C003103815P,Yes,,No,
C003104010P,Yes,,,
C003104105,No,,No,
C003104210P,No,,No,
C003104225,Yes,,,
C003104305P,Yes,,,
C003104310P,No,,No,
C003104405,No,,No,
C003104505,Yes,,No,
C003104605,No,,No,
C003104705,Yes,,No,
C003104705P,Yes,,No,
C003104710,No,,No,
C003104715,Yes,,,
C003104718,No,,No,
C003104720,Yes,,No,
C003104805,No,,No,
C003104810,No,,No,
C003110305P,Yes,,No,
C003111110,No,,No,
C003111505,No,,No,
C003111960,No,No,No,
C003111965,Yes,,,
C003112010,No,,No,
C003112140,No,,,
C003112203,No,,No,
C003112205,No,,No,
C003113105,No,,No,
C003113415,Yes,,No,
C003113705,No,,No,
C003113820,Yes,,No,
C003114010,No,,No,
C003114012,Yes,,,
C003114015,Yes,No,No,
C003114110,No,,No,
C003114115,Yes,,No,
C003114120,No,,No,
C003114305,No,,No,
C003114320P,Yes,,No,
C003114325P,Yes,,No,
C003114605,No,,No,
C003115015,No,,,
C003120420,No,No,No,
C003122305,No,No,No,
C003122405,Yes,,No,
C003122705,No,No,No,
C003122805,Yes,,No,
C003122810,Yes,,,
C003122910,No,,No,
C003123505,Yes,,No,
C003123910,No,,No,
C003124005P,No,Yes,No,
C003124415,No,,No,
C003133915,No,,No,
C003134310,No,,No,
C003142605,No,,,
C003142610,No,,No,
C003143110,No,Yes,No,
C003143225,No,,No,
C003143230,No,,No,
C003143710,No,,No,
C003200305P,Yes,,,
C003200805,No,,No,
C003201405P,Yes,,,
C003203310,Yes,,No,
C003203505P,Yes,,,
C003204305P,No,No,No,
C003204505P,Yes,,No,
C003204603P,Yes,,No,
C003205305P,Yes,,No,
C003205505P,Yes,,No,
C003205905,No,,No,
C003205905P,Yes,,,
C003206100,Yes,,,
C003206107,Yes,,,
C003206110,Yes,No,No,
C003206505,Yes,,No,
C003206705P,Yes,,,
C003206710P,No,,No,
C003206905P,Yes,,No,
C003207105P,Yes,,No,
C003207110P,Yes,,No,
C003207705,Yes,No,No,
C003207905P,Yes,,No,
C003208110P,No,,,
C003208305,Yes,,No,
C003210405,Yes,,No,
C003210415,Yes,,No,
C003210810,Yes,No,No,
C003210905P,Yes,,No,
C003211015,Yes,,No,
C003211015P,Yes,,,
C003212910,Yes,,,
C003213005P,Yes,,Yes,
C003213305P,No,,No,
C003214305,No,,No,
C003214310,Yes,No,No,
C003217505,Yes,,No,
C003218310,Yes,,No,
C003220210,Yes,Yes,No,
C003221405,Yes,,No,
C003221505P,No,,No,
C003222505,Yes,,,
C003223205,Yes,,No,
C003223403P,No,,Yes,
C003223505,No,,No,
C003227305,Yes,,No,
C003227710,Yes,,No,
C003227715,Yes,,,
C003230425,No,Yes,No,
C003230605P,Yes,,,
C003231405,Yes,,,
C003233405P,Yes,,Yes,
C003233610,No,No,No,
C003233620,Yes,,No,
C003234405,Yes,,,
C003240605,Yes,,No,
C003242005,Yes,,,
C003243005,Yes,No,No,
C003243410,Yes,,No,
C003244015,No,,No,
C003247105,Yes,,No,
C003250610,Yes,,No,
C003250615,Yes,,,
C003251805,Yes,,,
C003252205,Yes,,No,
C003252420,Yes,,No,
C003252820,Yes,,Yes,
C003262015,Yes,,No,
C003262825,Yes,,No,
C003272030,Yes,,,
C003284410,Yes,,No,
C003293010,Yes,,,
C003300403,Yes,,No,
C003300605,No,,No,
C003300605P,No,,No,
C003300610,Yes,,No,
C003300615,Yes,,,
C003300710,No,,No,
C003300915P,Yes,,No,
C003301110,No,,No,
C003301205P,No,,No,
C003301210,Yes,,,
C003301717,No,,No,
C003302305,Yes,No,No,
C003302510,Yes,No,No,
C003302515,No,,Yes,
C003302517,No,,No,
C003302710P,Yes,,No,
C003303005P,No,,No,
C003303305,Yes,Yes,No,
C003303505,Yes,,No,
C003303520,Yes,,,
C003303710,Yes,,No,
C003303805,Yes,,No,
C003303905P,Yes,,Yes,
C003304005P,Yes,,No,
C003304110,Yes,,No,
C003304310,Yes,,No,
C003304405P,Yes,No,No,
C003304505,No,,No,
C003304510,No,,No,
C003304515,Yes,,,
C003304910P,Yes,Yes,No,
C003305305,Yes,,No,
C003305310,Yes,,No,
C003305315,Yes,,No,
C003305505,No,Yes,No,
C003305905,No,,No,
C003305910,Yes,,No,
C003305920,Yes,,No,
C003310105P,Yes,,No,
C003310705P,No,,No,
C003311005P,Yes,,,
C003311225,Yes,,No,
C003311725,Yes,,No,
C003312915,No,,No,
C003313905,No,,No,
C003314210,No,,No,
C003314215,Yes,No,No,
C003314220,No,,No,
C003314905,Yes,,No,
C003315013,No,,,
C003315025,No,,,
C003315105P,No,,No,
C003315315,No,,No,
C003315320,Yes,,,
C003315510,No,,No,
C003315935,No,,Yes,
C003320310,Yes,,No,
C003320410,Yes,,No,
C003320420,Yes,,No,
C003320635,Yes,,No,
C003321003P,Yes,,,
C003321010,No,,No,
C003321015,Yes,,,
C003321235,Yes,,No,
C003321240,No,,No,
C003321250,No,,No,
C003321640,No,,No,
C003322125,Yes,,,
C003322130,No,,No,
C003322335,No,,No,
C003322525,No,,No,
C003323615,Yes,No,No,
C003324115,No,,No,
C003324120,No,,No,
C003324225,No,,No,
C003324230,No,,,
C003324320,No,,No,
C003324415,Yes,,No,
C003324420,Yes,,,
C003324430,No,,No,
C003324435,Yes,,No,
C003324440,Yes,,No,
C003324445,Yes,No,No,
C003324820,Yes,,Yes,
C003324825,Yes,,,
C003324840,No,,No,
C003324910,No,,No,
C003325705,No,,No,
C003330205,No,,No,
C003330215,Yes,,No,
C003330225,Yes,,No,
C003330660,No,,No,
C003331410,Yes,,No,
C003331420,No,,No,
C003331425,Yes,,No,
C003331910,Yes,,No,
C003331915,Yes,,No,
C003333415,No,,No,
C003333720,No,Yes,No,
C003334720,Yes,,No,
C003335005,No,,,
C003335710,Yes,,No,
C003341430,No,,No,
C003343025,No,,No,
C003343820,Yes,,No,
C003343825,No,,No,
C003350440,Yes,,,
C003350445,Yes,,,
C003350450,Yes,,,
C003353210,No,,No,
C003354015,Yes,,No,
C003363435,Yes,,No,
C003400105P,Yes,,No,
C003400305,Yes,,,
C003400305P,Yes,No,No,
C003400310,Yes,,No,
C003400410,No,,No,
C003400415,Yes,,No,
C003400420,Yes,,No,
C003400425,Yes,,,
C003400505,Yes,,No,
C003400507,Yes,,,
C003400510,Yes,,No,
C003400515,Yes,,No,
C003400520,Yes,,No,
C003400525,No,,No,
C003400530,Yes,,Yes,
C003400605,Yes,,No,
C003400610,Yes,,No,
C003400620,No,,No,
C003400625,Yes,,No,
C003400635,No,,No,
C003400705P,No,,No,
C003400905,Yes,,No,
C003400910,Yes,,No,
C003401120,No,,No,
C003401125,No,,No,
C003401210,Yes,,No,
C003401305,No,,No,
C003401310,No,,No,
C003401315,No,,No,
C003401320,No,Yes,No,
C003401330,No,,No,
C003401335,No,,No,
C003401405,Yes,,,
C003401410,Yes,,No,
C003401425,Yes,,,
C003401605,No,,No,
C003401610,Yes,,No,
C003401615,No,,No,
C003401625,Yes,,,
C003401705,No,,No,
C003401705P,No,,No,
C003401710,No,,No,
C003401810,No,,No,
C003401815,No,,No,
C003401825,No,,No,
C003401845,No,,Yes,
C003401850,Yes,,No,
C003401855,Yes,,No,
C003402005,Yes,,No,
C003402005P,No,,No,
C003402010,No,,No,
C003402015,No,,No,
C003402020,Yes,,,
C003402025,No,,No,
C003402035,No,,Yes,
C003402040,Yes,,No,
C003402043,Yes,,,
C003402065,No,,No,
C003402205,No,,No,
C003402210,No,,No,
C003402213,Yes,,,
C003402215,No,,No,
C003402225,Yes,,No,
C003402230,No,,No,
C003402235,Yes,,No,
C003402505,Yes,,No,
C003402515,No,,No,
C003402520,No,,No,
C003402605,Yes,,No,
C003402610,No,,Yes,
C003402705,Yes,,No,
C003402710,No,,No,
C003402905P,No,,No,
C003402910P,No,,No,
C003403005,No,,No,
C003403007,No,,,
C003403105,No,,No,
C003403110,No,,No,
C003403120,Yes,,Yes,
C003403305,No,,No,
C003403305P,No,,No,
C003403405,No,,No,
C003403405P,Yes,,Yes,
C003403605,No,,No,
C003403610,Yes,,No,
C003403615,No,,No,
C003403620,Yes,,No,
C003403705,No,,Yes,
C003403710,Yes,,,
C003403715,No,,No,
C003403805,No,,No,
C003403810,No,,No,
C003403815,Yes,,No,
C003403905,Yes,,No,
C003403910,Yes,,No,
C003403915,No,,No,
C003403920,No,,No,
C003404005,No,,No,
C003404105,Yes,,,
C003404205,Yes,,Yes,
C003404215,Yes,,No,
C003404305,No,,No,
C003404510,No,,No,
C003404520,Yes,,No,
C003404525,No,,No,
C003404527,Yes,,,
C003404535,No,,No,
C003404540,No,,No,
C003404605P,Yes,,No,
C003404620,Yes,,,
C003404705,No,,Yes,
C003404807,Yes,,,
C003404910,No,,Yes,
C003404915,No,,No,
C003405010,No,,No,
C003405015,No,,No,
C003405025,No,,No,
C003405205,Yes,,,
C003405205P,No,,No,
C003405405,No,Yes,No,
C003405410,No,,No,
C003405420,No,,No,
C003405605,No,,No,
C003405610,Yes,,,
C003405800P,Yes,,,
C003405805,No,,No,
C003405805P,Yes,,No,
C003405810,Yes,,No,
C003405810P,Yes,,,
C003405813,Yes,,,
C003405825,Yes,,No,
C003406005,No,,No,
C003406010,No,,No,
C003406020,No,,No,
C003406205,Yes,,No,
C003406210,Yes,,No,
C003406215,No,,No,
C003406225,No,,No,
C003406405,No,,No,
C003407010,No,,No,
C003407020,No,,,
C003407205,Yes,,No,
C003407205P,No,,No,
C003407207,Yes,,,
C003407210,No,,No,
C003407405,No,,,
C003407407,Yes,,,
C003407410,Yes,,,
C003407420,No,,,
C003407425,No,,,
C003407427,Yes,,,
C003410217,Yes,,No,
C003410320,No,,Yes,
C003410820,Yes,,No,
C003410830,Yes,,,
C003410925,No,,No,
C003411130,No,,No,
C003411215,No,,Yes,
C003411225,Yes,,No,
C003411240,No,,No,
C003411430,No,,No,
C003411440,Yes,,No,
C003411503,No,,No,
C003411505,No,,No,
C003412305,Yes,,No,
C003412305P,No,,No,
C003412310,Yes,,,
C003412315,No,,No,
C003412325,No,,No,
C003412405,No,,No,
C003412410,No,,No,
C003412415,No,,Yes,
C003412420,Yes,,,
C003412430,No,,No,
C003412440,Yes,,,
C003412445,No,,No,
C003412615,No,,No,
C003412617,Yes,,,
C003412620,No,No,No,
C003412625,Yes,,No,
C003412630,No,,No,
C003412730,No,,No,
C003412810,Yes,,No,
C003412813,Yes,,,
C003412815,Yes,,,
C003412820,No,,No,
C003412825,No,,No,
C003412830,Yes,,,
C003412910,Yes,,,
C003413025,No,,No,
C003413035,No,,No,
C003413040,Yes,,No,
C003413125,No,No,No,
C003413410,No,,Yes,
C003413505,No,,No,
C003413510,No,,No,
C003413515,No,,No,
C003413520,Yes,,No,
C003413530,Yes,,No,
C003413625,No,,No,
C003413630,Yes,,No,
C003413640,No,,No,
C003413645,Yes,,No,
C003413650,Yes,,No,
C003413660,Yes,,,
C003413925,No,,No,
C003413930,No,,No,
C003413935,No,,,
C003414005P,Yes,,No,
C003414020,No,,No,
C003414120,Yes,,Yes,
C003414220,No,,No,
C003414310,Yes,,Yes,
C003414315,Yes,,Yes,
C003414405,No,,Yes,
C003414410,No,,No,
C003414420,No,,No,
C003414430P,Yes,,,
C003414605,No,,No,
C003414615,Yes,,,
C003414715,No,No,No,
C003414723,Yes,,,
C003414725,No,,No,
C003414730,Yes,,No,
C003414735,No,,No,
C003414740,Yes,,No,
C003414745,No,,Yes,
C003414750,No,,Yes,
C003414810,No,,Yes,
C003414815,Yes,,,
C003414920,No,,No,
C003415030,No,No,No,
C003415215,Yes,,No,
C003415425,No,,No,
C003415430,No,,No,
C003415615,No,,Yes,
C003415620,Yes,,Yes,
C003416230,No,No,No,
C003416235,No,,No,
C003416415,Yes,,No,
C003416610,Yes,,,
C003416615,No,,No,
C003417220,No,,No,
C003417225,Yes,,No,
C003420715,Yes,,,
C003421140,Yes,,Yes,
C003421145,Yes,,,
C003421150,No,,No,
C003421340,Yes,,No,
C003421510,No,,No,
C003421715,Yes,,,
C003422105P,No,,No,
C003422110,No,,No,
C003422530,Yes,,No,
C003422535,Yes,,No,
C003422705P,Yes,,,
C003422740,No,,No,
C003422745,No,,No,
C003422925,Yes,,,
C003422930,Yes,,No,
C003423137,No,,No,
C003423320,No,,No,
C003423325,Yes,Yes,No,
C003423420,No,,Yes,
C003423535,Yes,,No,
C003423540,No,,No,
C003423550,No,,No,
C003423715,Yes,,,
C003423940,Yes,,,
C003423945,Yes,,,
C003424010P,Yes,,,
C003424125,No,,Yes,
C003424130,No,,No,
C003424140,Yes,,Yes,
C003424150,Yes,,,
C003424925,No,,No,
C003425220,Yes,,No,
C003425225,Yes,,,
C003426025,No,,No,
C003426026,Yes,,,
C003426027,Yes,,,
C003426030,Yes,,No,
C003426420,Yes,,No,
C003426423,Yes,,,
C003426425,Yes,,,
C003426430,No,,No,
C003427230,No,,Yes,
C003430720,Yes,,No,
C003431720,Yes,,No,
C003431725,Yes,,No,
C003432755,No,,No,
C003432790,Yes,,,
C003432935,No,,No,
C003432940,Yes,,No,
C003433160,Yes,,,
C003433210,Yes,,,
C003433213,Yes,,,
C003433215,Yes,,No,
C003433725,No,,No,
C003433730,No,,No,
C003433950,Yes,,No,
C003433955,Yes,,No,
C003434155,No,,No,
C003434320,Yes,,No,
C003434325,Yes,,,
C003435035,Yes,,,
C003435835,No,,No,
C003436230,Yes,,,
C003436240,No,,Yes,
C003437430,Yes,,,
C003437435,No,,,
C003440150,No,,No,
C003440935,No,,No,
C003442340,Yes,,Yes,
C003442545,No,,No,
C003442550,No,,No,
C003443330,No,,No,
C003444330,No,,No,
C003446635,No,,No,
C003446640,No,,No,
C003450725,No,,No,
C003453335,No,,No,
C003453340,No,,No,
C003453740,Yes,Yes,No,
C003462115,Yes,,No,
C003462130,Yes,,,
C003462135,No,,No,
C003500105P,Yes,,No,
C003502305,No,,No,
C003503305P,Yes,,No,
C003503905,No,,No,
C003504510,No,No,No,
C003504905,Yes,,,
C003505305P,No,,No,
C003513310,No,,No,
C003516605P,No,,No,
C003518605P,Yes,,No,
C003519205,Yes,,No,
C003519405,No,,No,
C003527205,No,,No,
C003600105P,No,,,
C003600305,Yes,,Yes,
C003600705,Yes,,,
C003600710P,No,,No,
C003600905,No,,No,
C003600905P,No,,No,
C003602605,Yes,,No,
C003604205,No,,No,
C003604403,No,,No,
C003604803,No,,No,
C003604805,Yes,,,
C003612305,Yes,,No,
C003612810P,Yes,,Yes,
C003700205,Yes,,No,
C003700605,Yes,,,
C003700805,Yes,,No,
C003700910,Yes,,No,
C003701105,No,,No,
C003701305,Yes,,No,
C003702305P,No,,No,
C003702415,Yes,,,
C003702615,No,,No,
C003702905P,No,,Yes,
C003703605,Yes,,No,
C003704205,Yes,,No,
C003704210,Yes,,,
C003704215,Yes,,No,
C003704505,Yes,,No,
C003704510,No,,No,
C003704710,No,,No,
C003704805P,No,,No,
C003710610,Yes,,No,
C003710615,No,,No,
C003711315,No,,No,
C003713225,Yes,,No,
C003713510,Yes,,No,
C003714220,Yes,Yes,No,
C003714410,Yes,,No,
C003714620,No,,Yes,
C003714635,Yes,,,
C003714715,No,Yes,No,
C003714805,Yes,,No,
C003714810,Yes,,No,
C003720405,No,,No,
C003720410,No,,No,
C003722310,Yes,,No,
C003722830,Yes,,,
C003723105,No,,No,
C003723110,Yes,,No,
C003723515,No,,No,
C003723710,Yes,,,
C003723715,Yes,,No,
C003723815,No,,Yes,
C003723820,Yes,,No,
C003724020,No,,No,
C003724025,Yes,,No,
C003724105,Yes,,No,
C003724305,No,,No,
C003724640,No,,No,
C003731005,Yes,,No,
C003733720,No,,Yes,
C003733920,Yes,,No,
C003733930,Yes,,No,
C003734320,Yes,,No,
C003741505,No,,No,
C003744110,No,,No,
C003744325,No,,No,
C003744815,Yes,,Yes,
C003900320,Yes,,No,
C003900605,Yes,,No,
C003900610,No,,No,
C003900705,No,,No,
C003900805P,Yes,,No,
C003900905P,Yes,,No,
C003901305,Yes,,,
C003901310,No,No,No,
C003901315,No,,No,
C003901505,Yes,,,
C003901705,Yes,,No,
C003902505,Yes,,No,
C003902505P,Yes,,No,
C003902905P,Yes,,No,
C003903005,Yes,,No,
C003903305,Yes,,No,
C003903305P,No,,No,
C003903310,No,,No,
C003903310P,Yes,,Yes,
C003903315,No,,No,
C003903320,No,,No,
C003903505,Yes,,No,
C003903705,No,,No,
C003903710,Yes,,,
C003903715,Yes,,Yes,
C003903805P,Yes,,No,
C003904115,Yes,,,
C003904120,Yes,,,
C003904125,Yes,,No,
C003904130,Yes,,,
C003904135,Yes,,,
C003904605,Yes,,No,
C003904610,Yes,,No,
C003904705P,Yes,,,
C003904805,Yes,,Yes,
C003904805P,Yes,,No,
C003904810,Yes,,No,
C003904810P,No,,No,
C003910505P,Yes,,No,
C003911405P,Yes,,No,
C003911410P,Yes,,No,
C003911510,Yes,,No,
C003912605P,Yes,,,
C003912810,Yes,,No,
C003912910,Yes,,No,
C003913105,Yes,,No,
C003913410,Yes,,No,
C003913810,No,,No,
C003914205,Yes,,Yes,
C003914405,Yes,,Yes,
C003915010,Yes,,Yes,
C003920405,Yes,,No,
C003921805,No,,No,
C003923420,Yes,,No,
C003923425,No,,No,
C003923605,No,,No,
C003923605P,Yes,,No,
C003924310,No,,,
C003924315,Yes,,No,
C003932705,Yes,,Yes,
C003933605P,Yes,,No,
C003933905,Yes,,No,
C003934715,Yes,,No,
C003953115,No,,Yes,
C004000303,No,,No,
C004000305,Yes,,,
C004000310,No,,No,
C004000315,Yes,,No,
C004000317,Yes,,,
C004000320,Yes,,No,
C004000322,Yes,,,
C004000325,Yes,,,
C004000330,Yes,,,
C004000412,Yes,,,
C004000605,Yes,,No,
C004000610,Yes,,No,
C004000705,No,,Yes,
C004000815,Yes,,No,
C004000820,Yes,,No,
C004000825,No,,No,
C004001000,Yes,,,
C004001005,No,,No,
C004001010,No,,Yes,
C004001015,No,,No,
C004001020,No,,No,
C004001025,No,,No,
C004001030,Yes,,,
C004001105,Yes,,Yes,
C004001210,No,,No,
C004001215,No,,No,
C004001220,Yes,,,
C004001225,Yes,,No,
C004001230,Yes,,,
C004001235,Yes,,,
C004001405,Yes,,No,
C004001410,Yes,,No,
C004001415,Yes,,No,
C004001420,Yes,,No,
C004001600,Yes,,,
C004001605,No,,No,
C004001805,Yes,,,
C004001810,Yes,Yes,No,
C004001815,Yes,,No,
C004002003,Yes,,,
C004002005,No,,Yes,
C004002010,Yes,,No,
C004002015,Yes,,,
C004002205,Yes,,,
C004002210,Yes,,No,
C004002215,Yes,,,
C004002405,No,,No,
C004002505,Yes,,No,
C004002510,Yes,,No,
C004002515,Yes,,No,
C004002520,No,,No,
C004002525,No,,No,
C004002530,Yes,,No,
C004002605,No,,No,
C004002607,Yes,,,
C004002703,No,,No,
C004002805,Yes,,,
C004002903,No,,No,
C004003005,Yes,,No,
C004003103,Yes,,,
C004003205,No,,Yes,
C004003210,Yes,,No,
C004003303,Yes,,,
C004003740,Yes,,Yes,
C004003745,Yes,,No,
C004003805,No,,No,
C004004005,Yes,,,
C004004005P,Yes,,,
C004004105,Yes,,,
C004004110,Yes,,No,
C004004133,Yes,,,
C004004135,No,,No,
C004004140,No,,No,
C004004305,Yes,,,
C004004307,Yes,,,
C004004503,Yes,,,
C004004507,Yes,,,
C004004705,No,,No,
C004005010,Yes,,,
C004005015,Yes,,,
C004010115,No,,Yes,
C004010120,No,,No,
C004010125,Yes,,,
C004010505,Yes,No,No,
C004010510,Yes,,No,
C004010515,Yes,,No,
C004010520,Yes,,,
C004010525,Yes,,,
C004010530,Yes,,Yes,
C004010710,Yes,,,
C004010715,Yes,,No,
C004010905,Yes,,No,
C004010910,Yes,,No,
C004010915,Yes,,No,
C004010920,Yes,,,
C004010925,No,,No,
C004011110,Yes,,,
C004011115,Yes,,Yes,
C004011120,No,,No,
C004011125,Yes,,,
C004011305,No,,No,
C004011310,Yes,,,
C004011515,Yes,,No,
C004011520,No,,No,
C004011525,Yes,,,
C004011710,Yes,,No,
C004011715,Yes,,No,
C004011720,Yes,,,
C004011725,Yes,,No,
C004011730,No,,No,
C004012025,Yes,,No,
C004012110,No,,No,
C004012115,No,,No,
C004012120,No,,No,
C004012125,No,,No,
C004012305,No,,Yes,
C004012310,Yes,,No,
C004012905,No,,No,
C004012910,No,,No,
C004012915,Yes,,No,
C004012920,Yes,,No,
C004013010,Yes,,No,
C004013015,No,,No,
C004013105,No,,Yes,
C004013110,No,,Yes,
C004013115,Yes,,No,
C004013305,Yes,,No,
C004013311,Yes,,No,
C004013315,Yes,,No,
C004013403,Yes,,,
C004013405,Yes,,,
C004013505,Yes,,No,
C004013520,Yes,,No,
C004013525,Yes,,No,
C004013605,Yes,,,
C004013705P,Yes,,No,
C004014310,Yes,,No,
C004014312,Yes,,,
C004014313,Yes,,,
C004014501,Yes,,,
C004014502,Yes,,,
C004014503,Yes,,,
C004014518,Yes,,,
C004014805,Yes,,,
C004014810,No,,No,
C004014815,Yes,,,
C004020405,Yes,,No,
C004020720,Yes,,No,
C004020725,Yes,,,
C004020730,Yes,,,
C004020740,Yes,,,
C004021615,Yes,,,
C004021905,Yes,,No,
C004021910,Yes,Yes,Yes,
C004021915,Yes,,,
C004021920,Yes,,No,
C004021925,Yes,,No,
C004022315,Yes,,No,
C004022320,Yes,No,No,
C004022535,Yes,,Yes,
C004022715,Yes,Yes,No,
C004022720,Yes,,No,
C004023610,Yes,,,
C004023710P,No,,No,
C004023715P,No,,No,
C004024305,Yes,,,
C004024310,Yes,,,
C004024320,Yes,,,
C004024325,No,,No,
C004024520,No,,No,
C004024600,Yes,,,
C004024610,Yes,,,
C004033430,Yes,,,
C004100305,No,,No,
C004100307,Yes,,,
C004100310,Yes,,,
C004100505,Yes,,Yes,
C004100505P,No,,Yes,
C004100705,No,,No,
C004100710,No,,No,
C004100715,Yes,Yes,No,
C004100720,No,,No,
C004100905,Yes,Yes,No,
C004100910,No,,No,
C004101105,Yes,,No,
C004101110,No,,No,
C004101113,No,,No,
C004101115,No,Yes,Yes,
C004101305,No,,No,
C004101307,No,,Yes,
C004101505,No,,No,
C004101505P,No,,No,
C004101705,Yes,,No,
C004101710,Yes,,No,
C004101905,Yes,,No,
C004101907,No,,No,
C004101910,Yes,,No,
C004102003,Yes,,No,
C004102010,Yes,,No,
C004102105,No,,No,
C004102110,No,Yes,No,
C004102205,Yes,,No,
C004102305,Yes,,No,
C004102310,Yes,,No,
C004102315,No,,Yes,
C004102405,Yes,,No,
C004102505,No,,No,
C004102605P,No,,No,
C004102705,No,,No,
C004102710,Yes,,No,
C004102715,No,,No,
C004102720,No,,No,
C004102905,Yes,No,No,
C004102910,Yes,,No,
C004102915,No,,No,
C004102920,Yes,Yes,No,
C004102925,Yes,,No,
C004103003,Yes,,No,
C004103005,Yes,,No,
C004103205,No,,No,
C004103210,Yes,,No,
C004103303,No,,No,
C004103305,Yes,Yes,No,
C004103310,Yes,,No,
C004103315,No,,No,
C004103405,No,,No,
C004103505P,No,,No,
C004103603,Yes,,No,
C004103605,Yes,,No,
C004103705,Yes,,No,
C004103710,Yes,Yes,No,
C004103715,Yes,,Yes,
C004103720,No,,No,
C004103905,Yes,,No,
C004103910,Yes,,No,
C004103915,No,Yes,Yes,
C004103920,Yes,,,
C004103925,Yes,No,No,
C004104005,No,,No,
C004104010,No,,No,
C004104015,No,Yes,Yes,
C004104105,No,No,No,
C004104305,Yes,,No,
C004104310,Yes,Yes,No,
C004104320,Yes,,No,
C004104325,Yes,,No,
