,BIR_PRJD_ITEM_008,BIR_PRJD_RT_008A,BIR_PRJD_ORIG_PLN,BIR_PRJD_OVERLAY,BIR_PRJD_CURB,BIR_PRJD_DEV_RPAR,BIR_PRJD_WIDENING,BIR_PRJD_PAINTING,BIR_PRJD_SHOP_PLN,BIR_PRJD_OTHER,BIR_PRJD_RE_DECK,BIR_PRJD_FORM_PRJ,BIR_PRJD_DSGN_CLS,BIR_PRJD_YEAR
7439,S094 01301,1,Y,,,,,,,,,STPD-94-7(103)-1,HS25,1994.0
7440,S094 01745,1,Y,,,,,,,,,S-373(7)-1,H20,1964.0
7441,S094 01745,2,,,,,,,Y,,,10450,,
7442,S095 00492,1,Y,,,,,,,,,S-442(3)-2C,H15,1948.0
7443,S095 00492,2,,,,,,,,Y,,RS-95-4(101),,1975.0
7444,S095 00702,1,Y,,,,,,,,,S-422(3)-4C,H15,1948.0
7445,S095 00702,2,Y,,,,,,,,,RS-95-4(101),,1975.0
7446,S097 06894,1,Y,,,,,,,,,RS-277(10)346-1C,HS20,1976.0
7447,S097 09250,1,Y,,,,,,,,,RS-97-4(102),HS20,1982.0
7448,S097 09250,2,,,Y,,,,,,,RS-97-4(1001)-5C,,1988.0
7449,S097 11855,1,Y,,,,,,,,,BRS-97-4(105)-1,HS20,1989.0
7450,S097 11855,2,,,,,,,Y,,,11933,,
7451,S097 13350,1,Y,,,,,,,,,UNKNOWN,,
7452,S097 13367,1,Y,,,,,,,,,RS-97-4(1005)-1,HS25,1994.0
7453,S098 00072,1,Y,,,,,,,,,S-390-A-1,H20,1960.0
7454,S098 00072,2,,,,,,,Y,,,10180,,
7455,S098 00072,3,,,,,,,,Y,,RS-98-5(101),,1987.0
7456,S098 00072,4,,,,,,,,Y,,98(.72),,1982.0
7457,S098 00354,1,Y,,,,,,,,,S-390-A-2,HS20,1960.0
7458,S098 00354,2,,,,,,,Y,,,10180,,
7459,S098 00354,3,,,Y,,,,,,,RS-98-5(101),,1987.0
7460,S098 00354,4,,,Y,,,,,,,STPP-57-4(112)-1C,,2004.0
7461,S098 00512,1,Y,,,,,,,,,STPD-98-5(105)-1,HS25,2004.0
7462,S098 01161,1,Y,,,,,,,,,S-390(4)-1C,,1960.0
7463,S098 01614,1,Y,,,,,,,,,S-390(4)-1C,,1969.0
7464,S098 01935,1,Y,,,,,,,,,NRS-390-B,,1936.0
7465,S098 01935,2,Y,,,,,,,,,S-390(1),T20,1958.0
7466,S098 01935,3,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
7467,S099 00886,1,Y,,,,,,,,,97-C,T20,1927.0
7468,S099 00886,2,,,,,,,,Y,,STD PLAN 1801,,
7469,S099 00886,3,Y,,,,,,,,,F-97(13),T20,1959.0
7470,S099 00886,4,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7471,S099 00924,1,Y,,,,,,,,,SP-07-C-1,T20,1927.0
7472,S099 00924,2,Y,,,,,,,,,S-826(1),T20,1959.0
7473,S099 00924,3,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7474,S099 00997,1,Y,,,,,,,,,SP-97-C-1,T20,1927.0
7475,S099 00997,2,Y,,,,,,,,,S-826(1),T20,1959.0
7476,S099 00997,3,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
7477,S103 00417,1,Y,,,,,,,,,S-380(4)-1,HS20,1973.0
7478,S103 00417,2,,,,,,,Y,,,10806,,
7479,S103 00417,3,,,Y,,,,,,,S-103-1(1007)-1C,,1996.0
7480,S103 00541,1,Y,,,,,,,,,RS-380(5)-2C,HS20,1976.0
7481,S103 00541,2,,,,,,,,Y,,RS-103-1(1005) STD 1205,HS20,1990.0
7482,S103 00975,1,Y,,,,,,,,,RS-380(5)-8C,HS20,1976.0
7483,S103 02200,1,Y,,,,,,,,,S-103-1(1008)-1,HS25,1999.0
7484,S103 02465,1,Y,,,,,,,,,S-215(5)-1,H15,1956.0
7485,S103 02465,2,,,,,,,Y,,,9779,,
7486,S103 03039,1,Y,,,,,,,,,HES-103-1(102)-1C,HS20,1982.0
7487,S103 03514,1,Y,,,,,,,,,F-98(20),T20,1962.0
7488,S103 03514,2,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
7489,S103 03514,3,,,,,,,,Y,,STD PLAN 1822-A6-R2,,
7490,S103 03514,4,,,,,Y,,,,,STPD-103-1(105),HS25,2001.0
7491,S103 03639,1,Y,,,,,,,,,F-98(20),T20,1962.0
7492,S103 03639,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7493,S103 03639,3,,,,,Y,,,,,STPD-103-1(105),HS25,2001.0
7494,S103 03685,1,Y,,,,,,,,,F-98(20),T20,1962.0
7495,S103 03685,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7496,S103 03685,3,,,,,Y,,,,,STPD-103-1(105),HS25,2001.0
7497,S103 03802,1,Y,,,,,,,,,F-98(20),H15,1962.0
7498,S103 03802,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7499,S103 03802,3,,,,,Y,,,,,STPD-103-1(105),HS25,2001.0
7500,S103 03920,1,Y,,,,,,,,,F-98(20)-1,HS20,1961.0
7501,S103 03920,2,,,,,,,Y,,,10309,,
7502,S103 03920,3,,Y,,,,,,,,103(39.20)-1,,1982.0
7503,S103 03920,4,,,Y,,,,,,,HES-000S(20),,1985.0
7504,S103 03920,5,,,,,,,Y,,,11658,,1985.0
7505,S103 03920,6,,Y,,,Y,,,,,EACSTPD-103-1(105)-1,HS25,2002.0
7506,S103 04036,1,Y,,,,,,,,,F-98(20),T20,1962.0
7507,S103 04036,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7508,S103 04036,3,,,,,Y,,,,,STPD-103-1(105),HS25,2001.0
7509,S103 04123,1,Y,,,,,,,,,F-98(20),T20,1962.0
7510,S103 04123,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7511,S103 04123,3,,,,,Y,,,,,STPD-103-1(105),HS25,2001.0
7512,S103 04249,1,Y,,,,,,,,,F-98(20)-2,HS20,1961.0
7513,S103 04249,2,,,,,,,Y,,,10309,,
7514,S103 04249,3,,,,,,,,Y,,F-33-6(1002)-3C,,1979.0
7515,S103 04249,4,,Y,,,,,,,,103(42.49),,1985.0
7516,S103 04249,5,,Y,,,Y,,,,,EACSTPD-103-1(105)-2,HS25,2002.0
7517,S103 04630,1,Y,,,,,,,,,RS-BRS-103-1(101)-1C,HS20,1981.0
7518,S103 05061,1,Y,,,,,,,,,RS-BRS-103-1(101)-2C,HS20,1981.0
7519,S103 05579,1,Y,,,,,,,,,RS-137-4(102)-1,HS20,1972.0
7520,S103 05579,2,,,,,,,Y,,,10803,,
7521,S103 05579,3,,,,,,,,Y,,RS-BRS-103-1(101)-5C,,1981.0
7522,S103 05614,1,Y,,,,,,,,,RS-BRS-103-1(101)-1,HS20,1981.0
7523,S103 05614,2,,,,,,,Y,,,11259,,1981.0
7524,S103 05660,1,Y,,,,,,,,,RS-BRS-103-1(101)-9C,HS20,1981.0
7525,S103 05764,1,Y,,,,,,,,,S-838-C,HS20,1972.0
7526,S103 05764,2,,,,,,,,Y,,RS-BRS-103-1(101)-10C,,1981.0
7527,S105 00234,1,Y,,,,,,,,,RS-137-4(102)-1,HS20,1972.0
7528,S105 00234,2,,,,,,,Y,,,10803,,
7529,S105 00703,1,Y,,,,,,,,,FA-472-A(1)-2,,1943.0
7530,S105 00703,2,,,,,,,Y,,,10509,,
7531,S105 00703,3,,,,,,,,Y,,F-472(3)-1,HS20,1965.0
7532,S105 01368,1,Y,,,,,,,,,S-378(4)-1,H15,1949.0
7533,S105 01368,2,,,,,,,Y,,,9463,,
7534,S105 01368,3,,,,,Y,,,,,RS-BRS-BHS-105-1(102)-3,H15,1980.0
7535,S105 01368,4,,,,,,,Y,,,11198,,
7536,S105 01771,1,Y,,,,,,,,,S-378(4)-2,H15,1949.0
7537,S105 01771,2,,,,,,,Y,,,9463,,
7538,S105 01771,3,,,,,Y,,,,,RS-BRS-BHS-105-1(102)-2,H15,1980.0
7539,S105 01771,4,,,,,,,Y,,,11198,,
7540,S105 02395,1,Y,,,,,,,,,RS-BRS-BHS-105-1(102)-1,H20,1980.0
7541,S105 02395,2,,,,,,,Y,,,11198,,
7542,S105 02567,1,Y,,,,,,,,,RS-105-1(102),HS20,1980.0
7543,S105 02688,1,Y,,,,,,,,,BRS-105-1(105)-1,HS20,1990.0
7544,S105 02688,2,,,,,,,Y,,,11977,,
7545,S109 00464,1,Y,,,,,,,,,S-246(2),T20,1955.0
7546,S109 00464,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7547,S109 01135,1,Y,,,,,,,,,S-246(2),T20,1955.0
7548,S109 01135,2,,,,,,,,Y,,STD PLAN 1822-A2=R2,,
7549,S109 01135,3,,,,,,,,Y,,RS-109-2(1003)-1C,HS20,1987.0
7550,S109 01248,1,Y,,,,,,,,,S-246(2),T20,1955.0
7551,S109 01248,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7552,S109 01248,3,,,,,,,,Y,,STD PLAN 1208,HS20,1987.0
7553,S112 00212,1,Y,,,,,,,,,FAS-68-A(1)-1,H15,1939.0
7554,S112 00212,2,,,,,Y,,,,,S-68-A-1,H20,1964.0
7555,S112 00212,3,,,,,,,Y,,,9166,,
7556,S112 00212,4,,,,,,,Y,,,10398,,
7557,S112 00212,5,,,Y,,Y,,,Y,,RS-112-1(1002)-1,HS17,1989.0
7558,S112 00212,6,,,,,,,Y,,,11883,,
7559,S112 00295,1,Y,,,,,,,,,RS-112-1(1001)STD1208,HS20,1991.0
7560,S112 00373,1,Y,,,,,,,,,FAS-68-A(3)-1,H15,1940.0
7561,S112 00373,2,,,,,,,,Y,,S-68-A-1,,1964.0
7562,S112 00373,3,,,,,,,Y,,,9274,,
7563,S112 00373,4,,,,,,,Y,,,10398,,
7564,S112 00373,5,,,Y,,Y,,,Y,,RS-112-1(1002)-2,HS15,1989.0
7565,S112 00373,6,,,,,,,Y,,,11883,,
7566,S112 01122,1,,,,,,,,Y,,RS-112-1(1002)-1,HS20,1989.0
7567,S112 01283,1,,,,,,,,Y,,RS-112-1(1002)-2,HS20,1989.0
7568,S116 00062,1,Y,,,,,,,,,S-428(3)-5,H15,1957.0
7569,S116 00062,2,,,,,,,Y,,,9863,,
7570,S116 00062,3,,,,,Y,,,,,116(0.62),,1978.0
7571,S116 00062,4,,,Y,,,,,,,RS-116-4(101)-1C,,1986.0
7572,S116 00062,5,,,,,,,,Y,,STPD-116-4(102)-1C,,2009.0
7573,S116 00090,1,Y,,,,,,,,,757-B-2,H10,1939.0
7574,S116 00090,2,,,,,,,,Y,,S-428(3)-2,H10,1957.0
7575,S116 00090,3,,,,,,,Y,,,9170,,
7576,S116 00090,4,,,Y,,,,,,,RS-116-4(101)-1C,,1986.0
7577,S116 00267,1,Y,,,,,,,,,S-428(2)-1,H15,1941.0
7578,S116 00267,2,,,Y,,,,,Y,,STP-116-4(103)-1,,2009.0
7579,S116 00385,1,Y,,,,,,,,,S-428(3)-3,H15,1957.0
7580,S116 00385,2,,,,,,,Y,,,9864,,
7581,S116 00385,3,,,Y,,,,,,,RS-116-4(101)-1C,,1986.0
7582,S116 00514,1,Y,,,,,,,,,S-428(3)-4,H15,1957.0
7583,S116 00514,2,,,,,,,Y,,,9865,,
7584,S116 00514,3,,,Y,,,,,,,RS-116-4(101)-1C,,1986.0
7585,S116 00514,4,,,,,,,,Y,,116(5.14),,1982.0
7586,S116 00588,1,Y,,,,,,,,,S-428(3)-4,H15,1957.0
7587,S116 00588,2,,,,,,,Y,,,9865,,
7588,S116 00588,3,,,Y,,,,,,,RS-116-4(101)-1C,,1986.0
7589,S121 01091,1,Y,,,,,,,,,S-221(3),T20,1965.0
7590,S121 01091,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7591,S121 01091,3,,,,,,,,Y,,STD PLAN 1822-A5-R2,,
7592,S121 01091,4,,,,,,,,Y,,RS-121-3(1001)-1C,HS20,1990.0
7593,S121 01264,1,Y,,,,,,,,,S-221(6)-1,HS20,1967.0
7594,S121 01264,2,,,,,,,Y,,,10580,,
7595,S121 01264,3,,Y,,,,,,,,121(12.64),,1985.0
7596,S121 02858,1,Y,,,,,,,,,DPF-283(12)-1,HS20,1973.0
7597,S121 02858,2,,,,,,,Y,,,10827,,
7598,S121 03271,1,Y,,,,,,,,,S-256(1)-1,H10,1946.0
7599,S121 03271,2,,,,,Y,,,,,S-256(3)-2,HS20,1969.0
7600,S121 03271,3,,,,,,,Y,,,9371,,
7601,S121 03271,4,,,,,,,Y,,,10648,,
7602,S121 03473,1,Y,,,,,,,,,S-256(3)-2C,HS20,1968.0
7603,S121 04559,1,Y,,,,,,,,,RS-121-4(1002)-1,HS20,1987.0
7604,S121 04559,2,,,,,,,Y,,,11714,,1987.0
7605,S121 04773,1,Y,,,,,,,,,RS-121-4(102),HS20,1984.0
7606,S121 04773,2,,,,,,,Y,,,11486,,1984.0
7607,S121 06970,1,Y,,,,,,,,,S-555(4)-1,H15,1965.0
7608,S121 06970,2,,,,,,,Y,,,10498,,
7609,S121 06970,3,,,,,Y,,,Y,,EACSTPD-121-4(1001)-1,HS25,2002.0
7610,S121 06997,1,Y,,,,,,,,,RS-137-4(102)-1,HS20,1972.0
7611,S121 06997,2,,,,,,,Y,,,10803,,
7612,S121 06997,3,,,,,Y,,,,Y,EACSTPD-121-4(110)-2,HS20,2002.0
7613,S121 07212,1,Y,,,,,,,,,S-555(4),T20,1965.0
7614,S121 07212,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7615,S121 07791,1,Y,,,,,,,,,BRS-121-4(109)-1,HS20,1989.0
7616,S121 07791,2,,,,,,,Y,,,11913,,
7617,S121 07962,1,Y,,,,,,,,,MGI-421-E-1,HS20,1951.0
7618,S121 07962,2,,,Y,,,,,,,RS-121-4(108)-3C,,1987.0
7619,S128 00156,1,Y,,,,,,,,,BR-128-7(105)-1C,HS25,1999.0
7620,S128 00663,1,Y,,,,,,,,,RS-128-7(1002)-STD 1307,HS20,1986.0
7621,S128 01489,1,Y,,,,,,,,,BRS-128-7(103)-1,HS20,1979.0
7622,S128 01489,2,,,,,,,Y,,,11105,,1979.0
7623,S128 01489,3,,,Y,,,,,,,STPD-128-7(108)-,,2005.0
7624,S129 00008L,1,Y,,,,,,,,,I-129-1(8)-1,HS20,1975.0
7625,S129 00008L,2,,Y,,,,,,,,I-129-1(8)-1,,1975.0
7626,S129 00008L,3,,,,,,,Y,,,10909,,
7627,S129 00008L,4,,,Y,,,,,,,IM-129-1(26)-3C,,2000.0
7628,S129 00008R,1,Y,,,,,,,,,I-129-1(8)-1,HS20,1975.0
7629,S129 00008R,2,,Y,,,,,,,,I-129-1(8)-1,,1975.0
7630,S129 00008R,3,,,,,,,Y,,,10909,,
7631,S129 00008R,4,,,Y,,,,,,,IM-129-1(26)-3C,,2000.0
7632,S129 00038,1,Y,,,,,,,,,I-129-1(8)-2,HS20,1975.0
7633,S129 00038,2,,Y,,,,,,,,I-129-1(8)-2,,1975.0
7634,S129 00038,3,,,,,,,Y,,,10909,,
7635,S129 00038,4,,,Y,,,,,,,IM-129-1(26)-4C,,2000.0
7636,S129 00039,1,Y,,,,,,,,,I-129-1(8)-2,HS20,1975.0
7637,S129 00039,2,,Y,,,,,,,,I-129-1(8)-2,,1975.0
7638,S129 00039,3,,,,,,,Y,,,10909,,
7639,S129 00039,4,,,Y,,,,,,,IM-129-1(26)-5C,,2000.0
7640,S129 00107L,1,Y,,,,,,,,,I-129-1(8)-3,HS20,1975.0
7641,S129 00107L,2,,Y,,,,,,,,I-129-1(8)-3,,1975.0
7642,S129 00107L,3,,,,,,,Y,,,10909,,
7643,S129 00107L,4,,,Y,,,,,,,IM-129-1(26)-6C,,2000.0
7644,S129 00107L,5,,,,,,,,Y,,STR-129-1(1011)-1C,,2005.0
7645,S129 00107R,1,Y,,,,,,,,,I-129-1(8)-3,HS20,1975.0
7646,S129 00107R,2,,Y,,,,,,,,I-129-1(8)-3,,1975.0
7647,S129 00107R,3,,,,,,,Y,,,10909,,
7648,S129 00107R,4,,,Y,,,,,,,IM-129-1(26)-6C,,2000.0
7649,S129 00107R,5,,,,,,,,Y,,STR-129-1(1011)-1C,,2005.0
7650,S129 00123L,1,Y,,,,,,,,,IG-129-1(13),HS20,1975.0
7651,S129 00123L,2,,Y,,,,,,,,IG-129-1(13),,1975.0
7652,S129 00123L,3,,,,,,,Y,,,10911,,
7653,S129 00123L,4,,,Y,,,,,,,IM-129-1(26)-7C,,
7654,S129 00123L,5,,,,,,,,Y,,STR-129-1(1011)-2C,,2005.0
7655,S129 00123R,1,Y,,,,,,,,,IG-129-1(13),HS20,1975.0
7656,S129 00123R,2,,Y,,,,,,,,IG-129-1(13),,1975.0
7657,S129 00123R,3,,,,,,,Y,,,10911,,
7658,S129 00123R,4,,,Y,,,,,,,IM-129-1(26)-7C,,2000.0
7659,S129 00123R,5,,,,,,,,Y,,STR-129-1(1011)-2C,,2005.0
7660,S129 00150L,1,Y,,,,,,,,,I-129-1(11)-1,HS20,1974.0
7661,S129 00150L,2,,Y,,,,,,,,I-129-1(12),,1975.0
7662,S129 00150L,3,,,,,,,Y,,,10851,,
7663,S129 00150L,4,,,,,,,Y,,,10865,,
7664,S129 00150L,5,,,Y,,,,,,,IM-129-1(26)-8C,,2000.0
7665,S129 00150L,6,,,,,,,,Y,,STR-129-1(1012),,2006.0
7666,S129 00150R,1,Y,,,,,,,,,I-129-1(11)-1,HS20,1974.0
7667,S129 00150R,2,,Y,,,,,,,,I-129-1(12)-1,,1975.0
7668,S129 00150R,3,,,,,,,Y,,,10851,,
7669,S129 00150R,4,,,,,,,Y,,,10865,,
7670,S129 00150R,5,,,,Y,,,,,,STRD-D3(1003)-4C,,1999.0
7671,S129 00150R,6,,,Y,,,,,,,IM-129-1(26)-8C,,2000.0
7672,S129 00150R,7,,,,,,,,Y,,STR-129-1(1012),,2006.0
7673,S129 00201,1,Y,,,,,,,,,I-129-1(11)-2,H 20,1974.0
7674,S129 00201,2,,,,,,,Y,,,10851,,
7675,S129 00321,1,Y,,,,,,,,,I-129-6(6)& I-129-6(7),HS20,1973.0
7676,S129 00321,2,,,,,,,Y,,,NOT AVAILABLE,,1973.0
7677,S129 00321,3,,,Y,,,,,,,IM-129-1(26)-9C,,2000.0
7678,S133 00052,1,Y,,,,,,,,,F-133-2(105)-1,,1982.0
7679,S133 00052,2,,,,,,,Y,,,11378,,
7680,S133 00155,1,Y,,,,,,,,,FAS-47-B(1),T20,1939.0
7681,S133 00155,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7682,S133 00591L,1,Y,,,,,,,,,EACSTPD-133-2(110)-1,HS25,2003.0
7683,S133 00591R,1,Y,,,,,,,,,EACSTPD-133-2(133)-1,HS25,2003.0
7684,S136 00212A,1,Y,,,,,,,,,ER-S-13(3)-4,H15,1948.0
7685,S136 00212A,2,,,,,,,Y,,,9449,,
7686,S136 00212B,1,Y,,,,,,,,,ER-S-13(3)-3,H15,1948.0
7687,S136 00212B,2,,,,,,,Y,,,9437,,
7688,S136 00212C,1,Y,,,,,,,,,ER-S-13(3)-2,H15,1948.0
7689,S136 00212C,2,,,,,,,Y,,,9448,,
7690,S136 00237,1,Y,,,,,,,,,S-136-3(1011),HS20,2006.0
7691,S136 00453,1,Y,,,,,,,,,RF-136-3(1001)-1,HS20,1976.0
7692,S136 00453,2,,,,,,,Y,,,10975,,
7693,S136 00556,1,Y,,,,,,,,,F-96(9),H15,1958.0
7694,S136 00556,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
7695,S136 00556,3,,,,,,,,Y,,STPD-92-2(107)-13C,HS20,1998.0
7696,S136 00556,4,,,,,,,Y,,,11095,,1979.0
7697,S136 00623,1,Y,,,,,,,,,RF-136-3(1001)-2,HS20,1976.0
7698,S136 00623,2,,,,,,,Y,,,10975,,
7699,S136 00740,1,Y,,,,,,,,,RF-136-3(1001)-3,HS20,1976.0
7700,S136 00740,2,,,,,,,Y,,,10975,,
7701,S136 00840,1,Y,,,,,,,,,RF-136-3(1001)-1C,HS20,1976.0
7702,S136 01048,1,Y,,,,,,,,,F-RS-136-3(101)-1,HS20,1984.0
7703,S136 01048,2,,,,,,,Y,,,11479,,1984.0
7704,S136 01212,1,Y,,,,,,,,,BRF-136-3(105)-1,HS20,1989.0
7705,S136 01212,2,,,,,,,Y,,,11922,,
7706,S136 01270,1,Y,,,,,,,,,240-A(3),T20,1941.0
7707,S136 01270,2,,,,,,,,Y,,STD PLAN 1811-F3,,
7708,S136 01270,3,,,,,,,,Y,,F-240(5),T20,1955.0
7709,S136 01270,4,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
7710,S136 01406,1,Y,,,,,,,,,BRF-136-3(105)-3,HS20,1989.0
7711,S136 01406,2,,,,,,,Y,,,11922,,
7712,S136 01462,1,Y,,,,,,,,,STP-BRF-136-3(108)-2,HS25,1993.0
7713,S136 01462,2,,,,,,,Y,,,12242,,1993.0
7714,S136 01615,1,Y,,,,,,,,,PLANS UNKNOWN,,
7715,S136 01615,2,,,,,Y,,,,,F-240(5)-5C,T20,1955.0
7716,S136 01767,1,Y,,,,,,,,,STP-BRF-136-3(108)-2,HS25,1993.0
7717,S136 01767,2,,,,,,,Y,,,12242,,
7718,S136 01912,1,Y,,,,,,,,,240-A(3)-6,H15,1941.0
7719,S136 01912,2,,,,,,,Y,,,9326,,
7720,S136 02083,1,Y,,,,,,,,,STP-BRF-136-3(108)-3,HS25,1993.0
7721,S136 02083,2,,,,,,,,,,12242,,1993.0
7722,S136 02245,1,Y,,,,,,,,,F-71(8)-2,H15,1949.0
7723,S136 02245,2,,,,,,,Y,,,9484,,
7724,S136 02245,3,,,,,Y,,,,,S-136-3(1015)-1,HS25,2002.0
7725,S136 02509,1,Y,,,,,,,,,796-B-1,H15,1949.0
7726,S136 02509,2,,,,,,,Y,,,9485,,
7727,S136 02509,3,,,,,Y,,,,,S-136-3(1015)-2,HS20,2002.0
7728,S136 02915,1,Y,,,,,,,,,UNKNOWN,,1949.0
7729,S136 03039,1,Y,,,,,,,,,EACSTPD-136-3(107)-1,HS25,2004.0
7730,S136 03124,1,Y,,,,,,,,,EACSTPD-136-3(107)-2,HS25,2004.0
7731,S136 03258,1,Y,,,,,,,,,EACSTPD-136-3(107)-5,HS25,2004.0
7732,S136 03475,1,Y,,,,,,,,,EACSTPD-136-3(107)-6,HS25,2004.0
7733,S136 03656,1,Y,,,,,,,,,F-456(1),T20,1949.0
7734,S136 03656,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7735,S136 03656,3,,,,,,,,Y,,STD PLAN 1843-A2,,
7736,S136 03656,4,,,,,,,,Y,,EACSTPD-136-3(107)-1C,HS20,2004.0
7737,S136 03760,1,Y,,,,,,,,,F-456(1),T20,1949.0
7738,S136 03760,2,,,,,,,,Y,,STD PLAN 1811-F3,,
7739,S136 04128,1,Y,,,,,,,,,F-456(1)-3,H-15,1949.0
7740,S136 04128,2,,,,,,,Y,,,9460,,
7741,S136 04128,3,,,,,Y,,,,Y,STPD-BH-136(109)-2,HS25,2006.0
7742,S136 04250,1,Y,,,,,,,,,F-456(3),T20,1951.0
7743,S136 04250,2,,,,,,,,Y,,STD PLAN 1822-A2-R1,,
7744,S136 04312,1,Y,,,,,,,,,F-456(3),T20,1951.0
7745,S136 04312,2,,,,,,,,Y,,STD PLAN 1822-A2-R1,,
7746,S136 04420,1,Y,,,,,,,,,F-456(3),T20,1951.0
7747,S136 04420,2,,,,,,,,Y,,STD PLAN 1822-A2-R1,,
7748,S136 04548,1,Y,,,,,,,,,F-456(3)-1,H15,1951.0
7749,S136 04548,2,,,,,,,Y,,,9565,,
7750,S136 04629,1,Y,,,,,,,,,F-456(3)-2,H15,1951.0
7751,S136 04629,2,,,,,,,Y,,,9566,,
7752,S136 04857,1,Y,,,,,,,,,F-456(3),T20,1951.0
7753,S136 04857,2,,,,,,,,Y,,STD PLAN 1822-A3-R1,,
7754,S136 05029,1,Y,,,,,,,,,RS-137-4(102)-1,HS20,1972.0
7755,S136 05029,2,,,,,,,Y,,,10803,,
7756,S136 05108,1,Y,,,,,,,,,F-456(3),T20,1951.0
7757,S136 05108,2,,,,,,,,Y,,STD PLAN 1822-A2-R1,,
7758,S136 05304,1,Y,,,,,,,,,F-136-4(105)-4C,HS20,1984.0
7759,S136 05643,1,Y,,,,,,,,,F-136-4(105)-4C,HS20,1984.0
7760,S136 06247,1,Y,,,,,,,,,F-136-4(104),HS20,1982.0
7761,S136 06247,2,,,,,,,Y,,,11360,,1983.0
7762,S136 06560,1,Y,,,,,,,,,205-G(1),T20,1940.0
7763,S136 06560,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7764,S136 06604,1,Y,,,,,,,,,205-G(1)-1,H15,1940.0
7765,S136 06604,2,,,,,,,Y,,,9241,,
7766,S136 06604,3,,,Y,,,,,,,F-136-4(109),,1987.0
7767,S136 06615,1,Y,,,,,,,,,205-G(1)-2,H15,1940.0
7768,S136 06615,2,,,,,,,Y,,,9242,,
7769,S136 06615,3,,,Y,,,,,,,F-136-4(109),,1987.0
7770,S136 06704,1,Y,,,,,,,,,205-G(1)-3C,T20,1940.0
7771,S136 06704,2,,,,,,,,Y,,F-136-4(109),,1987.0
7772,S136 06713,1,Y,,,,,,,,,205-G(1)-3C,T20,1940.0
7773,S136 06713,2,,,,,,,,Y,,F-136-4(109),,1987.0
7774,S136 06866,1,Y,,,,,,,,,205-G(1)-3,H15,1940.0
7775,S136 06866,2,,,,,,,Y,,,9243,,
7776,S136 06866,3,,,Y,,,,,,,F-136-4(109),,1987.0
7777,S136 06893,1,Y,,,,,,,,,205-G(1)-5C,T20,1940.0
7778,S136 06893,2,,,Y,,,,,,,F-136-4(109),,1987.0
7779,S136 06944,1,Y,,,,,,,,,205-G(1)-7C,T20,1940.0
7780,S136 07069,1,Y,,,,,,,,,205-G-1,T20,1940.0
7781,S136 07069,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7782,S136 07069,3,,,Y,,,,,,,F-136-4(109),,1987.0
7783,S136 07118,1,Y,,,,,,,,,205-G-1,T20,1940.0
7784,S136 07118,2,,,,,,,,Y,,STD PLAN 1811-F2,,
7785,S136 07261,1,Y,,,,,,,,,205-G(1)-4,H15,1940.0
7786,S136 07261,2,,,,,,,Y,,,9244,,
7787,S136 07261,3,,,Y,,,,,,,F-136-4(109),,1987.0
7788,S136 07566,1,Y,,,,,,,,,F-205(11)-1,H15,1953.0
7789,S136 07566,2,,,,,,,Y,,,9612,,
7790,S136 07825,1,Y,,,,,,,,,F-205(11)-2,H15,1953.0
7791,S136 07825,2,,,,,,,Y,,,9613,,
7792,S136 07981,1,Y,,,,,,,,,F-205(11)-3,H15,1953.0
7793,S136 07981,2,,,,,,,Y,,,9614,,
7794,S136 08180,1,Y,,,,,,,,,F-205(11)-4,H15,1953.0
7795,S136 08180,2,,,,,,,Y,,,9615,,
7796,S136 08180,3,,Y,Y,,Y,,,Y,,STPD-136-4(112)-1,H15,2013.0
7797,S136 08306,1,Y,,,,,,,,,STPD-136-4(112)-2C,HL93,2013.0
7798,S136 08509,1,Y,,,,,,,,,F-136-4(1005)-1,HS25,1992.0
7799,S136 08509,2,,,,,,,Y,,,12203,,1992.0
7800,S136 08509,3,,,,,,,Y,,,12220,,
7801,S136 08607,1,Y,,,,,,,,,UNKNOWN,,
7802,S136 08607,2,Y,,,,,,,,,F-205(16),T20,1956.0
7803,S136 08607,3,,,,,,,,Y,,STD PLAN 1822-A3-R2,,
7804,S136 08637,1,Y,,,,,,,,,F-205(16),T 20,1956.0
