structureNumber,intervention
S275 16664,Yes
S275 16725,No
S275 16725,No
S275 16755,Yes
S275 16840,Yes
S275 17085,No
S275 17085,No
S275 17085,No
S275 17144,No
S275 17144,No
S275 17144,No
S275 17144,No
S275 17144,No
S275 17369,Yes
S275 17369A,Yes
S275 17369B,Yes
S275 17757,No
S275 17757,No
S275 17757R,No
S275 18139,Yes
S275 18139,Yes
S275 18484,Yes
S275 18484,Yes
S275 18484,Yes
S275 18525,Yes
S275 18525,Yes
S275 18525,Yes
S275 18587,Yes
S275 18587,Yes
S275 18587,Yes
S275 18809,Yes
S275 18809,Yes
S275 18809,Yes
S275 18809,Yes
S275 18809,Yes
S275 18809,Yes
S275 18888,Yes
S275 18888,Yes
S275 18888,Yes
S275 18910,Yes
S275 18910,Yes
S275 18910,Yes
S275 18910,Yes
S275 19041,Yes
S281 00159,No
S281 00229,No
S281 00423,No
S281 00423,No
S281 00423,No
S281 00677,Yes
S281 00677,Yes
S281 00677,Yes
S281 01692,No
S281 02550,No
S281 02550,No
S281 02635,No
S281 02635,No
S281 03700,Yes
S281 03700,Yes
S281 04402,Yes
S281 04411,Yes
S281 06890,Yes
S281 06890,Yes
S281 06890,Yes
S281 06890,Yes
S281 07202,Yes
S281 07202,Yes
S281 07202,Yes
S281 07580L,Yes
S281 07580R,Yes
S281 07712,No
S281 07726L,Yes
S281 07726R,Yes
S281 09091,Yes
S281 09239,Yes
S281 09391,No
S281 09667,Yes
S281 09667,Yes
S281 09667,Yes
S281 09667,Yes
S281 10900,No
S281 11324,No
S281 11373,No
S281 11373,No
S281 11816,No
S281 11816,No
S281 13112,Yes
S281 14801,Yes
S281 14801,Yes
S281 15832,Yes
S281 15987,Yes
S281 16315,Yes
S281 16973,No
S281 16973,No
S281 17014,Yes
S281 17687,No
S281 17687,No
S281 17759,No
S281 17759,No
S281 17759,No
S281 17759,No
S281 18214,No
S281 18246,No
S281 19079,No
S281 19079,No
S281 19079,No
S281 20290,Yes
S281 20801,Yes
S281 20801,Yes
S281 21201,Yes
S281 21201,Yes
S281 21521,Yes
S281 21521,Yes
S281 21521,Yes
S281 21521,Yes
S281 21521,Yes
S281 21521,Yes
S281 21521,Yes
S283 00305,Yes
S283 00816,Yes
S283 00816,Yes
S283 00816,Yes
S283 00864,Yes
S283 00864,Yes
S283 01682,Yes
S283 01682,Yes
S283 01725,Yes
S283 01953,No
S283 02014,No
S283 02014,No
S283 02014,No
S283 02407,Yes
S283 02407,Yes
S283 03284,Yes
S283 03284,Yes
S283 04514,Yes
S283 04514,Yes
S283 05035,No
S283 05035L,Yes
S283 05350,No
S283 05534,Yes
S283 05534,Yes
S283 05747,No
S283 05747,No
S283 05820,Yes
S283 05820,Yes
S283 05820,Yes
S283 05820,Yes
S370 00376,Yes
S370 00376,Yes
S370 00894,No
S370 00894,No
S370 00894,No
S370 01112,Yes
S370 01407,No
S370 01407,No
S370 01407,No
S370 01407,No
S370 01407,No
S370 01407L,Yes
S370 01407R,Yes
S370 01566L,No
S370 01566R,No
S370 01566R,No
S370 01566R,No
S370 01620,No
S370 01620A,No
S370 01654,No
S370 01670,No
S370 01890,No
S370 01918,No
S385 00595,Yes
S385 00808,Yes
S385 00808,Yes
S385 00808,Yes
S385 00808,Yes
S385 03875,No
S385 04169,No
S385 04504,No
S385 04802,Yes
S385 04802,Yes
S385 04886,Yes
S385 04886,Yes
S385 05153,No
S385 05153,No
S385 06160,No
S385 06561,No
S385 06909,Yes
S385 06909,Yes
S385 07539,No
S385 07539,No
S385 07539,No
S385 07652,No
S385 07652,No
S385 07652,No
S385 07764,No
S385 07764,No
S385 07764,No
S385 08094,No
S385 08094,No
S385 08094,No
S385 08169,No
S385 08169,No
S385 08169,No
S385 08214,No
S385 10577,Yes
S385 10577,Yes
S385 11229,No
S385 11769,Yes
S385 13254,Yes
S385 13254,Yes
S385 13600,Yes
S385 13600,Yes
S385 13844,Yes
S385 13844,Yes
S385 14113,No
S385 14113,No
S385 14113,No
S385 14384,Yes
S385 14384,Yes
S385 14384,Yes
S385 14384,Yes
S385 14852,No
S385 15877,Yes
S385 15877,Yes
S385 16041,Yes
S385 16041,Yes
S385 16265,Yes
S385 16519,Yes
S385 16519,Yes
S385 16658,Yes
S385 16658,Yes
S385 17232,Yes
S385 17434,No
S385 17527,Yes
S385 17857,Yes
S480 00011,No
S480 00019L,No
S480 00019R,No
S480 00022,No
S480 00062L,No
S480 00062L,No
S480 00062L,No
S480 00062R,No
S480 00062R,No
S480 00062R,No
S480 00088L,No
S480 00088L,No
S480 00088L,No
S480 00088R,No
S480 00088R,No
S480 00088R,No
S480 00131,Yes
S480 00131,Yes
S480 00131,Yes
S480 00180,Yes
S480 00180,Yes
S480 00180,Yes
S480 00188,Yes
S480 00188,Yes
S480 00188,Yes
S480 00209,Yes
S480 00209,Yes
S480 00209,Yes
S480 00216,Yes
S480 00216,Yes
S480 00216,Yes
S480 00224,Yes
S480 00224,Yes
S480 00224,Yes
S480 00231,Yes
S480 00231,Yes
S480 00231,Yes
S480 00233,No
S480 00234,No
S480 00235,No
S480 00236,No
S480 00237,No
S480 00242,No
S480 00242,No
S480 00242,No
S480 00243,Yes
S480 00243,Yes
S480 00247,No
S480 00247A,Yes
S480 00273L,Yes
S480 00273R,No
S480 00273R,No
S480 00273R,No
S480 00310A,Yes
S480 00310A,Yes
S480 00310A,Yes
S480 00310A,Yes
S480 00310B,Yes
S480 00310B,Yes
S480 00310B,Yes
S480 00310B,Yes
S480 00310B,Yes
S480 00310L,Yes
S480 00310L,Yes
S480 00310L,Yes
S480 00310L,Yes
S480 00310L,Yes
S480 00310L,Yes
S480 00310R,Yes
S480 00310R,Yes
S480 00310R,Yes
S480 00310R,Yes
S480 00310R,Yes
S480 00310R,Yes
S480 00345C,Yes
S480 00345C,Yes
S480 00345C,Yes
S480 00345C,Yes
S480 00345C,Yes
S480 00345D,Yes
S480 00345D,Yes
S480 00345D,Yes
S480 00345D,Yes
S480 00345D,Yes
S480 00345E,Yes
S480 00345E,Yes
S480 00345E,Yes
S480 00345E,Yes
S480 00345F,Yes
S480 00345F,Yes
S480 00345F,Yes
S480 00345L,Yes
S480 00345L,Yes
S480 00345L,Yes
S480 00345L,Yes
S480 00345L,Yes
S480 00345R,Yes
S480 00345R,Yes
S480 00345R,Yes
S480 00345R,Yes
S480 00345R,Yes
S480 00378G,Yes
S480 00378G,Yes
S480 00378G,Yes
S480 00378H,Yes
S480 00378H,Yes
S480 00378H,Yes
S480 00378L,Yes
S480 00378L,Yes
S480 00378L,Yes
S480 00378L,Yes
S480 00378L,Yes
S480 00378R,Yes
S480 00378R,Yes
S480 00378R,Yes
S480 00378R,Yes
S480 00378R,Yes
S480 00378R,Yes
S480 00413,Yes
S480 00413,Yes
S480 00413,Yes
S480 00413,Yes
S480 00413,Yes
S680 00017L,Yes
S680 00017R,Yes
S680 00083,Yes
S680 00083,Yes
S680 00083A,Yes
S680 00083B,Yes
S680 00083R,No
S680 00083R,No
S680 00184,Yes
S680 00216,Yes
S680 00216,Yes
S680 00216,Yes
S680 00216,Yes
S680 00216,Yes
S680 00289,Yes
S680 00302,Yes
S680 00302,Yes
S680 00302,Yes
S680 00302,Yes
S680 00302A,Yes
S680 00304,Yes
S680 00315,Yes
S680 00402,Yes
S680 00459,Yes
S680 00532,Yes
S680 00604L,Yes
S680 00604L,Yes
S680 00604L,Yes
S680 00604L,Yes
S680 00604L,Yes
S680 00604R,Yes
S680 00604R,Yes
S680 00604R,Yes
S680 00604R,Yes
S680 00604R,Yes
S680 00654,Yes
S680 00654,Yes
S680 00654,Yes
S680 00713,Yes
S680 00714,No
S680 00747L,Yes
S680 00747L,Yes
S680 00747L,Yes
S680 00747L,Yes
S680 00747L,Yes
S680 00747R,Yes
S680 00747R,Yes
S680 00747R,Yes
S680 00747R,Yes
S680 00747R,Yes
S680 00761L,Yes
S680 00761L,Yes
S680 00761L,Yes
S680 00761L,Yes
S680 00761L,Yes
S680 00761R,Yes
S680 00761R,Yes
S680 00761R,Yes
S680 00761R,Yes
S680 00761R,Yes
S680 00836L,Yes
S680 00836L,Yes
S680 00836L,Yes
S680 00836L,Yes
S680 00836L,Yes
S680 00836R,Yes
S680 00836R,Yes
S680 00836R,Yes
S680 00836R,Yes
S680 00836R,Yes
S680 00986,Yes
S680 00986,Yes
S680 00986,Yes
S680 01092L,Yes
S680 01092L,Yes
S680 01092L,Yes
S680 01092L,Yes
S680 01092R,Yes
S680 01092R,Yes
S680 01092R,Yes
S680 01092R,Yes
S680 01150L,Yes
S680 01150L,Yes
S680 01150L,Yes
S680 01150L,Yes
S680 01150L,Yes
S680 01150R,Yes
S680 01150R,Yes
S680 01150R,Yes
S680 01150R,Yes
S680 01150R,Yes
S680 01150R,Yes
S680 01210L,Yes
S680 01210L,Yes
S680 01210L,Yes
S680 01210L,Yes
S680 01210L,Yes
S680 01210R,Yes
S680 01210R,Yes
S680 01210R,Yes
S680 01210R,Yes
S680 01305L,Yes
S680 01305L,Yes
S680 01305L,Yes
S680 01305L,Yes
S680 01305L,Yes
S680 01305R,Yes
S680 01305R,Yes
S680 01305R,Yes
S680 01305R,Yes
S680 01305R,Yes
S680 01343L,Yes
S680 01343L,Yes
S680 01343L,Yes
S680 01343L,Yes
S680 01343L,Yes
S680 01343R,Yes
S680 01343R,Yes
S680 01343R,Yes
S680 01343R,Yes
S680 01343R,Yes
SL07E00549,No
SL07E00549,No
SL10B00084,No
SL10C00060,No
SL10C00276,No
SL10C00346,Yes
SL10D00099,No
SL10D00140,No
SL17B00047,No
SL17B00047,No
SL17C00036,Yes
SL17C00036,Yes
SL17C00036,Yes
SL17E00216,Yes
SL17E00216,Yes
SL17E00259,No
SL17E00286,Yes
SL17E00286,Yes
SL17F00179,Yes
SL17F00179,Yes
SL17J00195,No
SL17J00195,No
SL20A00090,Yes
SL20A00090,Yes
SL20A00123,Yes
SL24B00052,Yes
SL24B00358,Yes
SL25A00057,Yes
SL25A00057,Yes
SL25A00057,Yes
SL25A00057,Yes
SL25B00044,No
SL25B00044,No
SL25B00063,Yes
SL25B00063,Yes
SL25B00063,Yes
SL25B00105,No
SL28B00048,Yes
SL28B00093L,Yes
SL28B00093R,Yes
SL28B00119,Yes
SL28B00163,No
SL28B00163,No
SL28B00163,No
SL28B00163L,Yes
SL28B00163R,Yes
SL28B00216,Yes
SL28K01578,No
SL28K01578,No
SL31D00024,No
SL40C00379,Yes
SL40C00496,Yes
SL41D00215,No
SL41D00335,No
SL44C00017,Yes
SL45B00449,Yes
SL45B00449,Yes
SL45B00473,Yes
SL45B00473,Yes
SL45B00473,Yes
SL50A00499,No
SL50A00499,No
SL51A00068,Yes
SL51A00068,Yes
SL51A00068,Yes
SL51A00109,No
SL51A00109,No
SL51B00074,Yes
SL51C00032,No
SL51C00053,Yes
SL51C00053,Yes
SL51C00053,Yes
SL53C00261,Yes
SL53C00261,Yes
SL53E00096,No
SL55W00034L,No
SL55W00034R,No
SL55W00049L,No
SL55W00049R,Yes
SL55W00049R,Yes
SL55W00049R,Yes
SL55W00197,No
SL55W00197,No
SL55W00197L,No
SL55X00177,No
SL55X00177,No
SL56C00038,Yes
SL56C00090,No
SL56D00045,Yes
SL56D00135,Yes
SL56D00147,No
SL56D00147,No
SL56D00147,No
SL56D00150,Yes
SL56D00192,Yes
SL56G00048,No
SL56G00180,No
SL62A00116,No
SL62A00152,No
SL62A00463,No
SL62A00463,No
SL62A00537,No
SL62A00582,No
SL62A00595,No
SL62A00595,No
SL62A00613,No
SL62A00648,No
SL62A00648,No
SL63A00283,No
SL79D00185,Yes
SL79D00185,Yes
SL79D00278,No
SL79E00127,No
SL79E00127,No
SL79E00145,Yes
SL79E00145,Yes
SL79E00145,Yes
SL79E00145,Yes
SL79E00145,Yes
SL80E00254,Yes
SL80E00254,Yes
SL80E00254,Yes
SL80E00451,Yes
SL80E00451,Yes
SL80E00451,Yes
SL80E00456,No
SL80E00823,Yes
SL80E00823,Yes
SL82A00058,No
SL82A00244,No
SL93B00209,No
SO75 07916,Yes
SO75 08248L,No
SR16C03268,No
SR67D00284,No
SS01B00055,No
SS01C00030,Yes
SS01C00030,Yes
SS01D00152,Yes
SS01D00152,Yes
SS04A00038,No
SS04A00085,No
SS12A00136,Yes
SS12A00136,Yes
SS12A00554,Yes
SS12A00554,Yes
SS12B00427,Yes
SS12B00427,Yes
SS12B00841,Yes
SS12B00841,Yes
SS12C00369,No
SS12C00488,No
SS12E00100,No
SS12E00100,No
SS13D00093,No
SS13D00093,No
SS13D00093,No
SS13K00087,No
SS14A00095,Yes
SS14A00095,Yes
SS14A00159,Yes
SS14A00159,Yes
SS14H00251,Yes
SS14H00251,Yes
SS14H00363,Yes
SS14H00363,Yes
SS15A00613,No
SS15A00663,No
SS15A00663,No
SS16F00917,No
SS16F00917,No
SS18C00167,No
SS18C00200,No
SS18C00479,No
SS18E00334,No
SS18G00024,No
SS21A00612,Yes
SS21A00612,Yes
SS21B00056,Yes
SS21B00056,Yes
SS21C00286,Yes
SS21C00286,Yes
SS21C00711,No
SS21C00711,No
SS23A00172,Yes
SS23A00172,Yes
SS23A00172,Yes
SS24C00006,Yes
SS24C00006,Yes
SS26B00188,Yes
SS26B00188,Yes
SS26B00188,Yes
SS26B00257,No
SS28J00134,No
SS30B00024,No
SS31A00169,No
SS31B00094,No
SS31B00272,No
SS31C00065,No
SS34A00246,Yes
SS34A00246,Yes
SS34A00246,Yes
SS34B00455,No
SS34D00038,Yes
SS34D00038,Yes
SS40D00040,No
SS40D00040,No
SS40D00082,No
SS40D00082,No
SS40D00172,Yes
SS40D00414,Yes
SS41A00023,Yes
SS41B00488,Yes
SS41B00488,Yes
SS41B00609,Yes
SS41B00609,Yes
SS47A00011,No
SS48A00015,No
SS49A00076,No
SS54A00020,Yes
SS54A00020,Yes
SS54D00157,Yes
SS54D00157,Yes
SS55F00192,Yes
SS55F00229,Yes
SS55G00133,Yes
SS55G00133,Yes
SS55G00152,No
SS55G00309,No
SS55J00036,No
SS56A00115,No
SS56A00115,No
SS56A00115,No
SS56A00269,No
SS56A00269,No
SS56A00269,No
SS56A00305,No
SS56A00305,No
SS56A00305,No
SS61A00097,Yes
SS64E00193,No
SS64E00401,No
SS65A00108,Yes
SS65A00108,Yes
SS65A00489,Yes
SS65A00489,Yes
SS66A00006,Yes
SS66A00006,Yes
SS66A00006,Yes
SS66A00072,Yes
SS66A00269,Yes
SS66C00220,Yes
SS66D00035,Yes
SS66D00035,Yes
SS66E00550,No
SS71A00099,Yes
SS71C00006,No
SS76A00030,Yes
SS76A00030,Yes
SS76A00325,Yes
SS76D00494,Yes
SS76D00494,Yes
SS76D00691,No
SS77C00030,No
SS77C00030,No
SS78D00067,Yes
SS78E00145,No
SS78E00387,No
SS78J00074,No
SS79H00203,No
SS80B00100,Yes
SS80B00100,Yes
SS80C00011,No
SS80C00264,Yes
SS80C00264,Yes
SS85D00061,Yes
SS85D00061,Yes
SS86B00021,No
SS93A00295,No
SS93A00295,No
SS93A00312,No
SS93A00312,No
SS93A00439,No
SS93D00168,No
